OTicketID,DishID,OrderTime,Quantity,Price
TKT0000206,9,2020-04-20 09:24:23,3,80000
TKT0000214,39,2022-01-10 19:37:05,5,80000
TKT0000218,11,2022-06-14 19:55:42,1,100000
TKT0000220,3,2021-03-17 03:37:13,4,45000
TKT0000221,36,2020-03-10 03:34:03,2,55000
TKT0000223,14,2024-03-20 05:20:07,4,40000
TKT0000226,13,2024-07-17 00:28:17,1,35000
TKT0000229,40,2021-08-01 13:15:06,3,150000
TKT0000231,11,2020-09-11 17:05:41,4,100000
TKT0000233,19,2021-12-08 19:45:03,2,15000
TKT0000241,35,2024-07-10 19:03:07,2,60000
TKT0000242,28,2020-03-31 17:56:30,3,35000
TKT0000244,25,2023-05-30 00:27:18,1,180000
TKT0000245,10,2022-09-09 04:18:02,1,85000
TKT0000246,7,2021-02-11 04:29:16,2,70000
TKT0000249,16,2022-04-26 12:12:06,2,20000
TKT0000250,6,2024-08-06 15:29:29,3,60000
TKT0000251,23,2022-08-28 19:17:25,1,200000
TKT0000254,16,2022-07-01 02:21:16,2,20000
TKT0000256,30,2021-03-25 14:13:48,5,30000
TKT0000263,30,2022-08-30 19:45:42,4,30000
TKT0000265,12,2024-01-09 07:48:35,5,30000
TKT0000267,24,2024-12-05 05:54:46,5,250000
TKT0000271,38,2022-04-02 22:40:40,4,65000
TKT0000272,12,2024-04-03 19:28:14,5,30000
TKT0000278,26,2024-11-25 12:27:27,3,25000
TKT0000279,26,2021-07-27 09:24:24,3,25000
TKT0000282,21,2024-07-18 07:20:00,4,35000
TKT0000283,33,2023-04-11 20:37:38,1,35000
TKT0000284,17,2021-12-22 17:50:42,2,30000
TKT0000289,32,2020-09-01 14:12:22,2,40000
TKT0000293,10,2021-05-09 03:02:16,5,85000
TKT0000296,2,2023-09-07 04:18:07,5,60000
TKT0000298,5,2023-02-02 12:50:26,2,65000
TKT0000299,4,2024-01-19 13:53:37,2,55000
TKT0000301,30,2020-12-23 19:50:44,5,30000
TKT0000303,20,2020-06-20 22:25:58,1,40000
TKT0000304,32,2023-10-07 19:32:56,3,40000
TKT0000305,21,2020-05-09 08:01:30,4,35000
TKT0000307,28,2022-12-26 23:16:17,2,35000
TKT0000309,13,2024-02-25 01:23:02,2,35000
TKT0000314,4,2022-11-11 13:29:48,2,55000
TKT0000317,31,2022-11-19 15:12:21,3,15000
TKT0000318,38,2020-11-16 11:33:27,1,65000
TKT0000321,36,2023-12-12 12:32:02,5,55000
TKT0000322,6,2022-10-02 07:53:48,2,60000
TKT0000323,24,2021-11-19 21:01:50,2,250000
TKT0000325,25,2024-04-07 06:14:39,2,180000
TKT0000326,14,2022-03-01 22:07:37,3,40000
TKT0000329,7,2024-10-31 13:45:02,2,70000
TKT0000330,23,2024-10-08 15:20:10,5,200000
TKT0000340,5,2023-04-15 01:14:23,2,65000
TKT0000341,16,2021-09-01 21:58:58,5,20000
TKT0000344,3,2024-08-31 13:07:55,2,45000
TKT0000345,24,2021-09-29 08:45:19,1,250000
TKT0000347,15,2022-10-03 16:51:17,4,50000
TKT0000349,2,2023-11-13 21:03:45,3,60000
TKT0000350,3,2023-08-02 02:10:51,5,45000
TKT0000351,13,2021-05-03 05:10:33,2,35000
TKT0000353,19,2021-07-24 08:57:33,3,15000
TKT0000358,29,2023-12-29 11:29:09,2,50000
TKT0000363,25,2022-01-10 04:05:58,2,180000
TKT0000364,18,2023-05-16 23:13:07,5,40000
TKT0000375,21,2022-08-22 15:00:55,1,35000
TKT0000379,4,2023-02-18 08:22:10,2,55000
TKT0000382,18,2024-12-16 11:02:56,2,40000
TKT0000383,12,2020-12-11 19:07:08,4,30000
TKT0000385,20,2024-02-29 18:13:03,3,40000
TKT0000386,21,2020-04-17 22:10:26,4,35000
TKT0000392,19,2020-07-09 08:00:59,4,15000
TKT0000393,20,2023-03-14 06:39:27,5,40000
TKT0000398,33,2023-04-29 17:40:34,4,35000
TKT0000399,14,2021-09-27 21:52:36,3,40000
TKT0000402,34,2022-10-27 15:13:17,3,50000
TKT0000403,20,2022-06-14 21:14:16,2,40000
TKT0000405,39,2024-04-24 23:15:40,3,80000
TKT0000413,24,2022-12-02 02:29:10,5,250000
TKT0000424,18,2022-08-01 14:49:44,5,40000
TKT0000425,16,2022-11-25 22:45:23,5,20000
TKT0000426,31,2021-09-02 21:58:29,3,15000
TKT0000427,12,2020-05-11 03:03:16,2,30000
TKT0000430,9,2021-10-31 04:34:35,4,80000
TKT0000438,27,2021-08-14 21:59:00,5,30000
TKT0000441,22,2024-03-16 07:57:29,1,150000
TKT0000446,32,2021-10-17 11:38:12,5,40000
TKT0000448,40,2020-04-12 19:03:35,2,150000
TKT0000449,36,2020-07-07 21:01:32,5,55000
TKT0000450,28,2020-09-12 06:59:49,5,35000
TKT0000451,30,2022-10-22 20:24:23,5,30000
TKT0000453,14,2021-09-26 02:56:42,1,40000
TKT0000455,35,2023-07-20 18:24:31,3,60000
TKT0000457,34,2022-09-26 12:11:54,3,50000
TKT0000459,27,2021-12-31 13:38:09,5,30000
TKT0000460,28,2021-09-11 09:24:40,5,35000
TKT0000466,26,2024-02-07 10:47:05,3,25000
TKT0000472,10,2020-09-15 16:08:03,1,85000
TKT0000475,6,2024-12-16 03:58:19,1,60000
TKT0000476,15,2023-01-08 14:50:41,2,50000
TKT0000478,35,2022-10-04 17:04:12,3,60000
TKT0000479,10,2023-08-20 16:19:08,5,85000
TKT0000482,39,2023-08-23 00:54:39,5,80000
TKT0000483,18,2024-09-28 07:01:43,1,40000
TKT0000484,13,2021-07-17 19:09:53,1,35000
TKT0000488,11,2023-06-30 02:59:09,4,100000
TKT0000489,11,2020-02-04 09:50:04,3,100000
TKT0000493,21,2020-04-28 23:13:42,1,35000
TKT0000495,19,2022-06-30 04:41:22,1,15000
TKT0000497,23,2024-01-18 05:46:24,4,200000
TKT0000500,7,2024-05-17 19:12:42,3,70000
TKT0000501,22,2023-09-15 15:39:44,3,150000
TKT0000504,12,2022-12-30 08:29:43,1,30000
TKT0000505,30,2024-10-20 04:45:28,2,30000
TKT0000511,16,2023-11-17 23:54:56,4,20000
TKT0000512,14,2022-09-27 09:27:43,5,40000
TKT0000513,37,2024-12-18 05:17:09,1,40000
TKT0000516,32,2023-08-13 18:51:10,5,40000
TKT0000517,11,2024-11-15 14:29:58,3,100000
TKT0000521,2,2021-04-06 12:40:40,2,60000
TKT0000524,23,2023-11-10 11:22:02,2,200000
TKT0000527,13,2024-12-28 10:41:18,3,35000
TKT0000532,31,2021-04-27 07:30:09,4,15000
TKT0000533,38,2020-05-23 05:35:31,5,65000
TKT0000534,20,2022-09-02 04:22:15,3,40000
TKT0000536,3,2021-09-30 19:54:39,1,45000
TKT0000539,4,2022-02-12 12:36:13,4,55000
TKT0000540,2,2020-01-11 16:51:47,3,60000
TKT0000541,28,2020-09-19 11:02:06,3,35000
TKT0000551,13,2024-01-05 23:57:23,5,35000
TKT0000552,3,2020-03-23 18:48:03,5,45000
TKT0000557,13,2021-11-23 13:26:51,1,35000
TKT0000558,22,2020-10-12 13:40:41,1,150000
TKT0000563,19,2022-11-14 22:24:59,3,15000
TKT0000566,7,2022-03-17 18:09:34,1,70000
TKT0000567,24,2021-03-25 19:13:40,4,250000
TKT0000568,3,2024-07-12 03:02:20,3,45000
TKT0000572,14,2024-04-21 12:21:01,4,40000
TKT0000573,6,2022-09-18 09:53:50,1,60000
TKT0000579,33,2023-02-13 14:36:17,4,35000
TKT0000584,39,2020-07-18 04:21:35,2,80000
TKT0000585,40,2021-06-23 15:48:22,2,150000
TKT0000589,9,2023-07-02 18:00:00,1,80000
TKT0000596,37,2024-10-22 17:29:22,2,40000
TKT0000598,9,2022-03-19 17:11:20,4,80000
TKT0000602,39,2020-04-13 02:34:54,1,80000
TKT0000603,39,2021-05-05 18:36:35,1,80000
TKT0000606,11,2024-03-23 09:49:25,3,100000
TKT0000608,23,2022-10-25 03:54:49,4,200000
TKT0000609,30,2023-10-05 21:19:45,5,30000
TKT0000610,21,2024-05-22 00:28:21,3,35000
TKT0000612,14,2021-06-13 06:22:09,5,40000
TKT0000615,5,2022-01-24 21:34:21,3,65000
TKT0000616,35,2023-12-01 09:29:57,1,60000
TKT0000618,34,2021-07-15 05:40:06,4,50000
TKT0000624,23,2023-12-23 04:02:57,1,200000
TKT0000625,28,2023-03-07 23:38:05,2,35000
TKT0000632,1,2023-07-10 01:59:15,3,50000
TKT0000636,13,2024-01-25 17:55:17,5,35000
TKT0000642,40,2024-10-27 22:15:44,1,150000
TKT0000644,13,2023-10-29 12:00:49,1,35000
TKT0000645,15,2024-05-28 06:35:48,4,50000
TKT0000650,32,2020-11-02 06:42:03,3,40000
TKT0000653,13,2020-01-13 21:55:16,2,35000
TKT0000657,5,2024-01-07 02:21:39,5,65000
TKT0000660,15,2022-11-17 21:49:34,1,50000
TKT0000661,2,2021-05-16 02:36:05,5,60000
TKT0000664,10,2024-01-31 21:08:37,1,85000
TKT0000665,26,2022-04-01 06:22:22,5,25000
TKT0000668,8,2021-12-27 02:16:52,3,75000
TKT0000670,11,2021-12-10 23:40:34,1,100000
TKT0000671,20,2024-09-25 00:08:00,1,40000
TKT0000674,34,2021-09-26 16:12:32,2,50000
TKT0000677,38,2020-01-12 23:46:22,3,65000
TKT0000678,22,2024-08-01 14:51:47,3,150000
TKT0000680,24,2023-02-19 09:29:43,5,250000
TKT0000681,2,2023-06-02 23:36:58,3,60000
TKT0000684,15,2023-07-27 15:12:14,1,50000
TKT0000687,36,2022-03-06 00:14:20,5,55000
TKT0000688,6,2022-07-06 09:46:08,5,60000
TKT0000696,34,2020-05-18 18:19:25,3,50000
TKT0000697,2,2020-07-04 00:49:55,1,60000
TKT0000699,16,2022-07-30 03:09:44,5,20000
TKT0000701,14,2023-04-13 08:20:45,2,40000
TKT0000702,20,2021-01-24 03:56:30,4,40000
TKT0000711,20,2023-08-29 19:50:08,2,40000
TKT0000717,8,2024-04-27 12:55:04,2,75000
TKT0000718,39,2020-12-16 22:47:35,3,80000
TKT0000721,2,2022-05-27 20:45:25,3,60000
TKT0000723,21,2024-06-25 06:57:07,5,35000
TKT0000724,39,2023-08-06 00:32:08,2,80000
TKT0000734,33,2021-08-01 16:33:57,2,35000
TKT0000736,40,2024-03-08 21:16:48,5,150000
TKT0000739,13,2020-03-26 16:49:20,2,35000
TKT0000742,7,2020-01-19 03:55:15,5,70000
TKT0000743,31,2022-09-19 12:43:28,3,15000
TKT0000745,8,2020-07-21 12:39:11,4,75000
TKT0000747,35,2023-04-24 13:52:32,5,60000
TKT0000748,36,2022-09-26 18:55:31,5,55000
TKT0000753,12,2020-07-24 17:00:44,1,30000
TKT0000754,4,2020-06-24 14:52:33,4,55000
TKT0000755,18,2020-07-30 20:32:28,5,40000
TKT0000762,19,2023-07-12 06:33:13,1,15000
TKT0000766,19,2021-04-14 03:27:36,1,15000
TKT0000767,21,2020-08-08 18:28:18,2,35000
TKT0000769,33,2023-02-11 08:57:58,2,35000
TKT0000773,29,2021-02-22 18:39:20,4,50000
TKT0000774,40,2023-09-12 12:26:02,3,150000
TKT0000775,40,2021-02-08 10:09:25,2,150000
TKT0000776,24,2021-02-24 12:50:48,3,250000
TKT0000779,18,2021-06-26 02:36:20,5,40000
TKT0000785,11,2024-06-17 06:13:39,3,100000
TKT0000786,16,2021-04-14 21:58:27,5,20000
TKT0000787,39,2020-06-20 04:18:42,5,80000
TKT0000788,22,2020-01-23 12:03:07,3,150000
TKT0000790,36,2022-02-19 13:21:42,4,55000
TKT0000793,30,2022-04-14 11:48:23,2,30000
TKT0000795,4,2022-09-15 16:15:00,4,55000
TKT0000801,1,2023-01-09 11:33:35,5,50000
TKT0000802,34,2024-11-21 20:39:53,1,50000
TKT0000805,17,2020-02-26 14:46:17,1,30000
TKT0000808,8,2022-06-11 00:02:03,3,75000
TKT0000811,39,2022-05-30 02:40:04,2,80000
TKT0000815,26,2023-01-25 08:26:02,1,25000
TKT0000821,26,2021-12-06 13:59:21,2,25000
TKT0000822,35,2024-07-03 01:06:12,4,60000
TKT0000824,25,2021-07-07 22:55:28,5,180000
TKT0000826,13,2022-07-28 20:24:39,3,35000
TKT0000830,23,2023-10-02 03:45:01,2,200000
TKT0000831,37,2024-04-11 15:39:14,5,40000
TKT0000837,25,2024-11-10 20:21:07,3,180000
TKT0000842,32,2022-10-18 09:17:18,2,40000
TKT0000843,6,2022-12-02 17:43:46,3,60000
TKT0000845,10,2022-08-02 05:21:20,1,85000
TKT0000846,25,2021-08-31 16:23:50,1,180000
TKT0000849,14,2023-11-22 20:10:30,2,40000
TKT0000851,13,2023-07-04 21:14:24,5,35000
TKT0000855,12,2022-04-14 01:43:32,1,30000
TKT0000861,15,2023-08-28 18:10:06,5,50000
TKT0000862,40,2023-11-09 08:10:17,2,150000
TKT0000864,18,2020-07-12 17:24:18,1,40000
TKT0000866,22,2021-03-18 14:46:14,2,150000
TKT0000870,12,2021-10-05 15:05:42,2,30000
TKT0000872,3,2021-08-13 18:34:53,2,45000
TKT0000875,38,2024-08-10 16:53:20,3,65000
TKT0000878,25,2022-01-21 02:22:59,1,180000
TKT0000879,18,2020-01-17 01:47:21,4,40000
TKT0000886,32,2020-04-16 04:49:02,5,40000
TKT0000889,6,2023-10-11 12:01:26,2,60000
TKT0000892,9,2020-09-02 08:20:25,2,80000
TKT0000893,34,2020-07-15 18:37:34,5,50000
TKT0000894,7,2024-03-25 00:50:13,4,70000
TKT0000898,21,2020-01-22 07:02:39,3,35000
TKT0000902,30,2020-10-02 10:04:10,5,30000
TKT0000910,24,2020-02-10 23:58:21,5,250000
TKT0000911,26,2023-12-13 21:09:57,1,25000
TKT0000914,39,2021-04-10 09:53:34,4,80000
TKT0000917,19,2020-11-19 17:14:25,2,15000
TKT0000922,11,2021-06-05 09:20:26,1,100000
TKT0000923,31,2023-04-03 02:27:37,3,15000
TKT0000924,5,2024-03-31 07:58:05,1,65000
TKT0000926,13,2021-03-02 17:59:45,2,35000
TKT0000929,32,2024-06-19 13:50:39,5,40000
TKT0000930,11,2024-04-04 14:42:09,3,100000
TKT0000932,25,2024-07-04 06:21:53,2,180000
TKT0000938,6,2022-10-17 00:17:48,4,60000
TKT0000939,38,2024-10-09 18:42:51,5,65000
TKT0000945,29,2023-10-04 01:26:55,4,50000
TKT0000947,17,2023-10-10 06:57:49,3,30000
TKT0000949,15,2023-11-08 07:06:45,2,50000
TKT0000950,24,2023-08-26 07:18:40,3,250000
TKT0000952,35,2022-04-16 10:41:50,3,60000
TKT0000953,36,2020-05-26 15:20:26,2,55000
TKT0000954,31,2022-07-17 14:56:06,1,15000
TKT0000963,23,2021-05-19 07:38:00,5,200000
TKT0000964,13,2024-03-01 02:25:57,3,35000
TKT0000967,13,2020-04-07 00:08:22,1,35000
TKT0000969,7,2023-07-16 19:04:51,3,70000
TKT0000970,12,2024-05-21 01:29:15,5,30000
TKT0000977,29,2020-11-08 02:19:37,3,50000
TKT0000978,9,2023-07-05 12:21:22,1,80000
TKT0000979,22,2023-01-21 00:11:00,5,150000
TKT0000980,1,2020-01-16 19:39:35,2,50000
TKT0000983,34,2021-10-25 13:51:49,5,50000
TKT0000986,7,2024-08-27 15:27:04,4,70000
TKT0000988,32,2023-11-13 06:37:42,3,40000
TKT0000990,8,2021-08-17 21:38:59,1,75000
TKT0000994,4,2024-06-02 02:25:23,5,55000
TKT0000995,26,2023-05-03 17:42:32,1,25000
TKT0000997,33,2023-04-02 15:06:42,5,35000
TKT0001001,31,2022-02-18 22:44:14,1,15000
TKT0001006,18,2024-07-06 06:24:47,2,40000
TKT0001008,8,2022-03-11 02:57:57,4,75000
TKT0001011,40,2021-05-11 22:06:49,4,150000
TKT0001014,39,2024-08-16 18:26:31,5,80000
TKT0001015,35,2024-10-29 00:19:51,4,60000
TKT0001016,31,2021-10-01 12:30:38,3,15000
TKT0001018,13,2023-03-06 21:24:38,5,35000
TKT0001021,18,2021-02-03 12:04:01,5,40000
TKT0001025,23,2022-04-26 17:59:56,4,200000
TKT0001026,25,2024-01-31 12:11:21,3,180000
TKT0001031,9,2021-12-09 22:29:21,1,80000
TKT0001033,37,2020-07-27 20:27:56,4,40000
TKT0001034,22,2022-09-14 22:12:15,2,150000
TKT0001040,34,2022-08-26 13:20:17,3,50000
TKT0001048,39,2024-10-16 16:51:55,5,80000
TKT0001050,33,2020-08-21 00:07:11,4,35000
TKT0001053,27,2020-06-18 21:59:10,5,30000
TKT0001054,5,2023-04-27 22:18:50,1,65000
TKT0001056,34,2024-10-05 09:40:46,1,50000
TKT0001058,25,2023-04-27 10:51:04,5,180000
TKT0001060,13,2023-10-02 05:20:41,3,35000
TKT0001062,25,2024-08-21 16:59:52,4,180000
TKT0001064,37,2021-12-25 20:43:05,2,40000
TKT0001068,25,2023-03-17 14:43:21,3,180000
TKT0001071,15,2021-08-02 05:38:42,3,50000
TKT0001073,18,2024-03-05 15:07:44,5,40000
TKT0001074,18,2024-05-06 00:09:16,4,40000
TKT0001082,35,2020-03-07 08:01:04,5,60000
TKT0001084,20,2020-07-17 20:08:11,4,40000
TKT0001087,8,2023-02-15 04:06:47,2,75000
TKT0001094,9,2023-02-16 12:25:03,3,80000
TKT0001096,23,2022-12-25 19:55:47,2,200000
TKT0001098,13,2023-11-14 14:23:17,1,35000
TKT0001103,7,2023-05-29 17:39:33,1,70000
TKT0001105,28,2022-12-26 23:51:12,3,35000
TKT0001109,8,2021-07-20 23:25:04,1,75000
TKT0001111,40,2023-05-24 05:47:25,5,150000
TKT0001115,24,2023-05-23 05:19:01,5,250000
TKT0001118,17,2021-07-25 20:12:45,1,30000
TKT0001123,26,2022-01-03 13:26:42,4,25000
TKT0001133,30,2022-09-20 06:30:22,4,30000
TKT0001134,37,2020-05-04 16:41:56,4,40000
TKT0001135,23,2022-12-09 02:03:29,3,200000
TKT0001138,19,2023-05-21 20:20:02,2,15000
TKT0001141,31,2022-04-16 03:17:35,4,15000
TKT0001142,11,2020-09-24 10:28:32,2,100000
TKT0001145,16,2021-01-17 17:04:24,4,20000
TKT0001152,1,2021-04-26 02:50:15,4,50000
TKT0001153,5,2020-08-29 13:32:07,5,65000
TKT0001161,15,2020-02-22 17:21:43,5,50000
TKT0001165,10,2024-12-03 18:21:00,1,85000
TKT0001166,22,2023-03-30 09:49:28,1,150000
TKT0001169,14,2024-01-14 18:35:48,1,40000
TKT0001172,4,2022-01-06 20:05:26,1,55000
TKT0001175,33,2021-11-30 11:35:54,2,35000
TKT0001179,15,2023-12-18 00:16:46,2,50000
TKT0001181,14,2024-10-02 18:00:15,3,40000
TKT0001182,5,2021-11-13 10:47:39,1,65000
TKT0001183,39,2024-09-12 14:02:29,1,80000
TKT0001186,26,2023-09-27 22:07:33,3,25000
TKT0001190,32,2020-11-22 16:36:29,4,40000
TKT0001201,13,2023-05-07 07:11:44,4,35000
TKT0001203,28,2021-08-03 05:18:05,3,35000
TKT0001204,5,2023-04-01 08:30:17,4,65000
TKT0001206,25,2024-09-20 21:13:02,5,180000
TKT0001208,18,2022-03-15 17:41:02,3,40000
TKT0001210,28,2020-11-28 23:26:47,5,35000
TKT0001222,2,2023-03-25 13:21:30,1,60000
TKT0001223,10,2020-12-29 22:33:06,5,85000
TKT0001225,22,2020-08-18 23:33:45,4,150000
TKT0001227,28,2023-05-09 22:31:57,3,35000
TKT0001229,18,2023-10-24 06:08:59,4,40000
TKT0001230,29,2021-09-10 14:22:52,3,50000
TKT0001231,19,2020-08-30 08:25:15,5,15000
TKT0001233,19,2020-12-07 23:31:47,4,15000
TKT0001238,24,2020-06-18 21:36:36,2,250000
TKT0001239,40,2024-05-11 21:50:35,3,150000
TKT0001247,13,2024-10-07 01:03:06,3,35000
TKT0001249,6,2024-07-14 16:07:59,1,60000
TKT0001252,33,2023-12-12 11:55:08,5,35000
TKT0001253,9,2021-11-24 18:26:22,5,80000
TKT0001255,36,2023-08-17 11:18:41,1,55000
TKT0001257,2,2020-04-03 20:27:58,3,60000
TKT0001260,16,2024-12-24 15:51:57,5,20000
TKT0001262,4,2024-12-19 16:30:55,3,55000
TKT0001271,4,2020-05-19 02:21:53,3,55000
TKT0001272,35,2021-06-29 14:52:29,1,60000
TKT0001273,33,2024-08-26 04:39:09,4,35000
TKT0001274,29,2022-09-04 07:13:25,5,50000
TKT0001277,19,2023-08-15 00:00:31,5,15000
TKT0001278,15,2022-10-29 18:00:55,1,50000
TKT0001279,17,2024-09-17 05:11:10,4,30000
TKT0001281,25,2022-12-14 22:13:55,4,180000
TKT0001286,21,2023-10-31 00:09:03,5,35000
TKT0001293,5,2023-08-02 03:33:17,5,65000
TKT0001300,8,2024-10-29 18:42:15,5,75000
TKT0001305,26,2020-12-21 10:21:31,4,25000
TKT0001307,15,2024-01-20 07:38:02,4,50000
TKT0001308,2,2020-03-14 14:09:44,2,60000
TKT0001311,32,2021-09-24 08:45:04,3,40000
TKT0001312,33,2022-01-16 16:16:42,5,35000
TKT0001314,28,2020-04-05 01:09:33,5,35000
TKT0001317,36,2022-05-03 16:41:47,4,55000
TKT0001319,16,2024-11-29 12:37:34,2,20000
TKT0001320,26,2021-09-07 09:53:30,5,25000
TKT0001323,17,2020-07-01 13:12:14,2,30000
TKT0001324,2,2024-12-30 08:42:12,4,60000
TKT0001326,31,2022-05-28 08:25:32,2,15000
TKT0001328,26,2024-01-18 02:48:08,5,25000
TKT0001329,7,2022-12-25 16:22:05,4,70000
TKT0001330,37,2023-03-25 06:10:17,5,40000
TKT0001331,23,2023-04-11 23:09:16,4,200000
TKT0001334,2,2023-02-10 00:25:53,2,60000
TKT0001337,4,2023-01-19 04:57:30,5,55000
TKT0001340,9,2021-08-11 20:13:31,2,80000
TKT0001342,32,2022-08-30 01:22:49,2,40000
TKT0001345,7,2021-12-28 18:26:31,4,70000
TKT0001347,22,2023-10-20 19:22:46,2,150000
TKT0001353,14,2020-02-21 14:07:34,2,40000
TKT0001354,14,2020-05-06 16:41:25,4,40000
TKT0001356,19,2023-03-18 23:58:57,1,15000
TKT0001358,37,2024-02-08 18:34:21,3,40000
TKT0001359,12,2021-07-31 23:32:03,1,30000
TKT0001366,29,2023-07-20 04:27:37,2,50000
TKT0001368,35,2020-09-27 05:48:58,2,60000
TKT0001371,27,2022-03-17 23:17:23,1,30000
TKT0001372,23,2021-04-29 19:07:15,5,200000
TKT0001373,4,2020-09-26 22:26:57,3,55000
TKT0001384,24,2022-10-18 07:06:37,1,250000
TKT0001388,32,2024-01-18 06:11:14,3,40000
TKT0001393,10,2020-04-30 03:41:29,4,85000
TKT0001395,4,2024-07-02 16:09:31,4,55000
TKT0001396,22,2024-02-27 23:55:06,4,150000
TKT0001397,38,2023-03-12 07:29:49,5,65000
TKT0001401,29,2020-04-18 16:47:07,1,50000
TKT0001404,6,2022-03-31 16:01:35,1,60000
TKT0001406,33,2020-07-28 09:36:22,2,35000
TKT0001408,22,2024-10-29 05:26:52,2,150000
TKT0001409,13,2020-12-24 04:15:04,5,35000
TKT0001413,2,2022-01-31 06:49:07,5,60000
TKT0001416,25,2021-04-30 23:22:08,5,180000
TKT0001418,33,2024-09-30 21:51:35,4,35000
TKT0001419,15,2023-04-24 23:36:42,5,50000
TKT0001421,4,2023-01-13 11:21:30,2,55000
TKT0001427,29,2022-07-04 05:32:52,2,50000
TKT0001428,8,2023-01-26 15:29:29,3,75000
TKT0001431,30,2021-02-07 07:12:48,2,30000
TKT0001432,26,2022-11-29 13:54:54,2,25000
TKT0001434,6,2024-07-02 05:16:15,2,60000
TKT0001435,15,2021-05-19 11:48:15,4,50000
TKT0001436,26,2021-02-18 01:22:35,5,25000
TKT0001440,14,2022-01-08 22:07:54,4,40000
TKT0001446,15,2023-10-22 06:03:57,3,50000
TKT0001449,14,2024-06-13 02:26:42,4,40000
TKT0001450,19,2023-12-30 06:57:47,4,15000
TKT0001455,21,2020-11-26 21:24:40,4,35000
TKT0001456,27,2023-03-14 00:21:20,2,30000
TKT0001460,19,2024-10-12 19:24:27,3,15000
TKT0001461,33,2023-09-21 00:47:47,2,35000
