EmpID,StartDate,EndDate,BranchID
00662,2007-09-30 00:00:00,,11
00663,2014-12-26 00:00:00,,12
00664,2005-07-26 00:00:00,,13
00665,2011-07-27 00:00:00,,12
00666,2004-06-11 00:00:00,,3
00667,1999-04-02 00:00:00,,8
00668,2004-10-11 00:00:00,,5
00669,1999-10-23 00:00:00,,10
00670,1997-10-08 00:00:00,,9
00671,2001-07-05 00:00:00,,13
00672,2013-04-15 00:00:00,,7
00673,2019-10-27 00:00:00,,8
00674,2008-07-21 00:00:00,,6
00675,2012-08-17 00:00:00,,8
00676,2006-11-13 00:00:00,,13
00677,2016-06-18 00:00:00,,4
00678,2019-07-26 00:00:00,,1
00679,2005-07-21 00:00:00,,1
00680,2009-01-27 00:00:00,,11
00681,2015-02-01 00:00:00,,4
00682,2008-04-12 00:00:00,,7
00683,2019-10-14 00:00:00,,15
00684,2014-09-07 00:00:00,,2
00685,2016-10-31 00:00:00,,8
00686,2017-08-28 00:00:00,,12
00687,2003-04-11 00:00:00,,8
00688,2014-07-23 00:00:00,,11
00689,1998-11-01 00:00:00,,7
00690,2019-02-28 00:00:00,,9
00691,2005-03-07 00:00:00,,5
00692,2019-03-01 00:00:00,,5
00693,2017-06-27 00:00:00,,5
00694,2004-07-20 00:00:00,,3
00695,2005-06-05 00:00:00,,5
00696,2011-01-07 00:00:00,,12
00697,1995-05-17 00:00:00,,6
00698,2018-04-05 00:00:00,,13
00699,2014-08-22 00:00:00,,6
00700,2012-04-30 00:00:00,,3
00701,2013-01-27 00:00:00,,9
00702,2013-12-13 00:00:00,,5
00703,2019-11-13 00:00:00,,7
00704,2016-11-14 00:00:00,,8
00705,2015-01-24 00:00:00,,5
00706,2017-06-10 00:00:00,,3
00707,1995-11-27 00:00:00,,15
00708,2018-11-05 00:00:00,,11
00709,1997-06-30 00:00:00,,8
00710,2003-04-14 00:00:00,,2
00711,2012-08-01 00:00:00,,9
00712,2019-12-12 00:00:00,,1
00713,2008-11-19 00:00:00,,1
00714,2013-11-03 00:00:00,,1
00715,2012-04-06 00:00:00,,1
00716,2010-03-01 00:00:00,,9
00717,2005-09-04 00:00:00,,10
00718,2011-07-09 00:00:00,,12
00719,2018-11-08 00:00:00,,15
00720,2007-03-16 00:00:00,,6
00721,2008-08-15 00:00:00,,10
00722,2018-07-01 00:00:00,,2
00723,2009-05-11 00:00:00,,4
00724,2003-09-14 00:00:00,,15
00725,2011-09-20 00:00:00,,14
00726,1994-03-10 00:00:00,,8
00727,2010-05-01 00:00:00,,8
00728,2011-04-29 00:00:00,,5
00729,2016-12-21 00:00:00,,6
00730,2004-05-13 00:00:00,,14
00731,2006-11-18 00:00:00,,9
00732,2001-08-09 00:00:00,,10
00733,1991-09-05 00:00:00,,12
00734,2006-03-04 00:00:00,,8
